ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00014376,Sep,3,Monday,VW,Urban,Monday,Sep,3,Male,Married,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,400,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00013706,Mar,3,Saturday,Toyota,Rural,Friday,Apr,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00014413,May,3,Tuesday,Chevrolet,Urban,Wednesday,May,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00013788,Apr,3,Wednesday,Pontiac,Rural,Friday,Apr,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00002862,Aug,3,Tuesday,Toyota,Urban,Tuesday,Dec,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00010968,Sep,5,Wednesday,Toyota,Urban,Monday,Oct,1,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00003399,Sep,4,Tuesday,Honda,Urban,Wednesday,Sep,5,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00010110,May,1,Thursday,Toyota,Urban,Friday,May,1,Male,Married,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00004435,Jun,1,Wednesday,Accura,Urban,Friday,Jun,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00006186,Oct,3,Friday,Toyota,Urban,Tuesday,Oct,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00007717,Jul,5,Monday,Honda,Urban,Thursday,Aug,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00014812,Apr,4,Monday,Honda,Urban,Tuesday,Apr,4,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,1,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00000258,Jun,1,Tuesday,Mazda,Urban,Tuesday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00015235,Jun,2,Thursday,Mazda,Urban,Friday,Jun,2,Female,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00012358,Feb,1,Wednesday,Pontiac,Rural,Wednesday,Feb,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
CL00013893,Feb,2,Monday,Pontiac,Urban,Thursday,Feb,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00009226,May,1,Monday,Toyota,Urban,Friday,May,1,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,500,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,Internal,more than 5,2 to 3 years,1 vehicle,1995,Liability
CL00006166,Nov,5,Monday,Mazda,Urban,Monday,Dec,2,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00013889,Feb,3,Tuesday,Pontiac,Urban,Monday,Feb,4,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00011070,Mar,3,Friday,Accura,Urban,Tuesday,Mar,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00006139,Apr,4,Monday,Toyota,Urban,Monday,Apr,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00015297,Feb,3,Sunday,Pontiac,Urban,Wednesday,Mar,1,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00013890,Jan,5,Monday,Honda,Urban,Tuesday,Feb,2,Female,Single,Third Party,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00013669,Nov,1,Friday,Chevrolet,Urban,Tuesday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00004422,Mar,3,Saturday,Mazda,Urban,Tuesday,Apr,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,400,more than 30,more than 30,1,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
CL00009709,Oct,3,Tuesday,Toyota,Urban,Tuesday,Oct,3,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00000884,Oct,1,Saturday,Mazda,Urban,Friday,Oct,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,2 years,21 to 25,No,No,External,none,no change,1 vehicle,1996,Collision
CL00004486,Jun,1,Monday,Honda,Urban,Wednesday,Jun,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,3 to 4,1995,All Perils
CL00010238,May,4,Thursday,Pontiac,Urban,Monday,Jun,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00003387,Sep,5,Wednesday,Pontiac,Urban,Monday,Oct,1,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00006091,May,4,Monday,Mazda,Urban,Tuesday,May,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00015066,Jun,1,Sunday,Toyota,Urban,Tuesday,Jun,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00000926,Mar,2,Friday,Honda,Urban,Tuesday,Mar,4,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
CL00010103,Mar,4,Saturday,Pontiac,Urban,Wednesday,Mar,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00004726,Jun,2,Saturday,Chevrolet,Urban,Wednesday,Jun,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00000412,Feb,2,Wednesday,Honda,Urban,Monday,Feb,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00006504,Dec,5,Wednesday,Toyota,Urban,Wednesday,Dec,5,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00014011,Mar,3,Friday,Dodge,Urban,Wednesday,Mar,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00010826,Mar,1,Wednesday,Mazda,Urban,Monday,Mar,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00002464,Jul,1,Tuesday,Toyota,Urban,Thursday,Jul,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00009042,Aug,1,Tuesday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00015418,Sep,1,Monday,Saab,Urban,Friday,Sep,5,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00011929,Mar,2,Friday,Honda,Urban,Sunday,Mar,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00013575,May,1,Tuesday,Honda,Rural,Wednesday,May,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00015124,Aug,5,Monday,Chevrolet,Urban,Tuesday,Aug,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00001528,Jun,5,Thursday,Pontiac,Urban,Saturday,Jul,1,Male,Single,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
CL00004761,Dec,1,Saturday,Ford,Urban,Monday,Dec,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,1 year,1 vehicle,1994,Liability
CL00010312,Jul,1,Wednesday,Accura,Urban,Thursday,Jul,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00013668,Jan,5,Friday,Honda,Urban,Thursday,Feb,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
CL00004003,Aug,3,Friday,Pontiac,Urban,Monday,Aug,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00012924,Nov,2,Monday,Honda,Urban,Monday,Nov,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00014160,Apr,3,Sunday,Honda,Urban,Wednesday,Jun,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00007381,Jun,5,Tuesday,Honda,Urban,Tuesday,Jun,5,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00012840,May,4,Monday,Honda,Urban,Monday,May,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
CL00008806,Sep,5,Friday,Toyota,Urban,Tuesday,Oct,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00013275,Mar,2,Sunday,Mazda,Urban,Monday,Mar,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00013343,Jul,5,Friday,Accura,Urban,Wednesday,Aug,2,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision
CL00004586,Mar,4,Tuesday,Mazda,Urban,Wednesday,Mar,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
CL00008535,Jan,3,Wednesday,Pontiac,Urban,Thursday,Jan,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00012669,Feb,4,Saturday,Pontiac,Rural,Thursday,Mar,1,Female,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00014103,Dec,2,Tuesday,Pontiac,Urban,Tuesday,Dec,3,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00008001,Aug,3,Tuesday,Pontiac,Urban,Thursday,Aug,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00008646,Oct,3,Tuesday,Chevrolet,Urban,Thursday,Oct,3,Female,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00005652,Aug,3,Saturday,Ford,Urban,Thursday,Aug,4,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00008741,Jan,2,Friday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,Policy Holder,Sport - All Perils,Sport,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00001106,Jan,2,Wednesday,Pontiac,Urban,Friday,Jan,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00002919,Jan,5,Monday,Mazda,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,400,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00010562,Nov,3,Monday,Toyota,Urban,Wednesday,Nov,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00005958,Sep,1,Thursday,Pontiac,Urban,Thursday,Sep,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00002096,Jun,3,Monday,Toyota,Rural,Monday,Jun,3,Male,Married,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,400,more than 30,more than 30,none,6 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00013127,Jan,1,Sunday,Mazda,Urban,Monday,Jan,2,Female,Divorced,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00005241,Dec,3,Wednesday,Toyota,Urban,Tuesday,Dec,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,26 to 30,Yes,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00007179,Nov,4,Monday,Honda,Urban,Friday,Dec,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,Internal,1 to 2,no change,1 vehicle,1995,Liability
CL00013821,Jul,3,Monday,Mazda,Urban,Monday,Jul,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00008584,Jan,1,Sunday,Chevrolet,Rural,Monday,Jan,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision
CL00008096,Oct,2,Saturday,Pontiac,Urban,Wednesday,Oct,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00002335,Aug,3,Friday,Pontiac,Urban,Friday,Aug,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,400,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00015411,Aug,5,Monday,Mercury,Urban,Monday,Aug,5,Male,Married,Policy Holder,Utility - All Perils,Utility,30000 to 39000,1,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00004998,Jun,3,Sunday,Mazda,Urban,Tuesday,Jun,4,Female,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00001588,Feb,4,Monday,VW,Urban,Thursday,Mar,1,Male,Married,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00004216,Feb,4,Sunday,Pontiac,Urban,Friday,Mar,1,Female,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00015210,Jul,4,Friday,Mazda,Urban,Saturday,Jul,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00003854,Mar,1,Sunday,Honda,Urban,Tuesday,Mar,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
CL00004360,May,5,Tuesday,Mazda,Urban,Friday,Jun,1,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00000515,Oct,4,Friday,Honda,Urban,Wednesday,Nov,1,Male,Single,Third Party,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,none,5 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
